,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
57516,DD2017081115274818F362923A94A,E43A6E078A04134,4.5,4.5,脉动,2017/11/19 18:22,B,已出货未退款,已提现
57529,DD2017071923083710B657EE0DDF4,E43A6E078A04134,3.0,3.0,伊利优酸乳,2017/11/19 18:35,B,已出货未退款,已提现
57530,DD2017071218395264FF5DC9276B7,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/19 18:36,B,已出货未退款,已提现
57532,DD20170623174606934050146FA91,E43A6E078A04134,2.5,2.5,芬达330ml,2017/11/19 18:38,B,已出货未退款,已提现
57534,DD2017071903553362C5DAE83EBD6,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/19 18:40,B,已出货未退款,已提现
57547,DD201708167493502901271162495,E43A6E078A04134,7.0,7.0,合味道（海鲜风味）,2017/11/19 18:59,B,已出货未退款,已提现
57550,DD201708167493641258034370685,E43A6E078A04134,4.5,4.5,50g上好佳日式鱼果,2017/11/19 19:00,B,已出货未退款,已提现
57561,DD2017081674930868384085214839,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/11/19 19:13,B,已出货未退款,已提现
57562,DD20170706222906269FB35C5C009,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/19 19:13,B,已出货未退款,已提现
57566,DD201706191211357941EA009DCEA,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/11/19 19:18,B,已出货未退款,已提现
57570,DD20170617131446216C4DFD34AF3,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/11/19 19:23,B,已出货未退款,已提现
57572,DD201707102122001280BEFEB78FD,E43A6E078A04134,1.0,1.0,香豆干,2017/11/19 19:24,B,已出货未退款,已提现
57583,DD201707202037459672E08F1C4BD,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/11/19 19:44,B,已出货未退款,已提现
57587,DD20170717102432487DC3574E958,E43A6E078A04134,4.0,4.0,王老吉（500ml）,2017/11/19 19:57,B,已出货未退款,已提现
57592,DD201707052253203942CD739194C,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/19 20:04,B,已出货未退款,已提现
57594,DD2017071020184216C4D45D096D0,E43A6E078A04134,2.5,2.5,芬达330ml,2017/11/19 20:08,B,已出货未退款,已提现
57613,DD20170808204200614ADB624A94F,E43A6E078A04134,2.5,2.5,伊利优酸乳,2017/11/19 20:32,B,已出货未退款,已提现
57614,DD2017071417101524B646C76B33D,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/11/19 20:35,B,已出货未退款,已提现
57615,DD20170809145848843612C783A2A,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/11/19 20:36,B,已出货未退款,已提现
57616,DD2017062312251413357AF9417A4,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/19 20:40,B,已出货未退款,已提现
57617,DD2017071707060193D7215B17A0E,E43A6E078A04134,3.0,3.0,熊字饼,2017/11/19 20:41,B,已出货未退款,已提现
57621,DD20170724174626210CD4B334E81,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/11/19 20:53,B,已出货未退款,已提现
57623,DD20170720203703478B890E8063B,E43A6E078A04134,6.0,6.0,红牛,2017/11/19 20:55,B,已出货未退款,已提现
57629,DD201708167493873411515545304,E43A6E078A04134,4.5,4.5,250ml燕塘原味酸奶,2017/11/19 21:02,B,已出货未退款,已提现
57633,DD201708167493389826206063952,E43A6E078A04134,3.5,3.5,250ml燕塘原味酸奶,2017/11/19 21:06,B,已出货未退款,已提现
57636,DD201707110832451002E090F0960,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/19 21:10,B,已出货未退款,已提现
57650,DD2017072012012052ADD3634EA65,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/19 21:25,B,已出货未退款,已提现
57669,DD20170722211003557F07CE32347,E43A6E078A04134,3.0,3.0,果粒橙,2017/11/19 23:49,B,已出货未退款,已提现
57677,DD201708167493306412141342402,E43A6E078A04134,10.0,10.0,145ml旺仔牛奶盒装,2017/11/20 0:58,B,已出货未退款,已提现
57678,DD201707110105388988C25A8D23D,E43A6E078A04134,1.5,1.5,鸭翅,2017/11/20 0:58,B,已出货未退款,已提现
57702,DD2017071720084754BEE03839FFC,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 7:49,B,已出货未退款,已提现
57714,DD201708167493624427194711054,E43A6E078A04134,4.5,4.5,250ml燕塘红枣牛奶,2017/11/20 8:28,B,已出货未退款,已提现
57733,DD20170630184048669ECC03DB6EA,E43A6E078A04134,1.0,1.0,小鱼仔,2017/11/20 8:35,B,已出货未退款,已提现
57735,DD20170713140206221AD85B1B70E,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 8:41,B,已出货未退款,已提现
57743,DD201708167493665877631436442,E43A6E078A04134,4.5,4.5,250ml燕塘红枣牛奶,2017/11/20 8:47,B,已出货未退款,已提现
57753,DD2017061813553850D5A8EDD6383,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/20 8:52,B,已出货未退款,已提现
57755,DD201708167493680047604506478,E43A6E078A04134,3.0,3.0,250ml维他柠檬茶,2017/11/20 8:54,B,已出货未退款,已提现
57758,DD201707120320135841DA6359E10,E43A6E078A04134,3.0,3.0,伊利优酸乳,2017/11/20 8:56,B,已出货未退款,已提现
57763,DD201707120205365251988102F8D,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 8:59,B,已出货未退款,已提现
57766,DD20170627120411123A297393971,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/20 9:01,B,已出货未退款,已提现
57774,DD201708167493756912637127493,E43A6E078A04134,3.0,3.0,250ml维他柠檬茶,2017/11/20 9:06,B,已出货未退款,已提现
57792,DD20170624001306912A7A31A66E8,E43A6E078A04134,2.0,2.0,鸭翅,2017/11/20 9:13,B,已出货未退款,已提现
57793,DD201708167493446844123651665,E43A6E078A04134,11.0,11.0,益力多100g*5瓶,2017/11/20 9:13,B,已出货未退款,已提现
57794,DD201708167493146895478500053,E43A6E078A04134,1.6,1.6,2g韩国海牌海苔,2017/11/20 9:14,B,已出货未退款,已提现
57795,DD201706172110258591B6FAD50B2,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 9:14,B,已出货未退款,已提现
57800,DD201708167493766999426989582,E43A6E078A04134,4.5,4.5,250ml燕塘原味酸奶,2017/11/20 9:18,B,已出货未退款,已提现
57806,DD201708167493664858652321041,E43A6E078A04134,4.0,4.0,85g新麦潮北海道吐司,2017/11/20 9:26,B,已出货未退款,已提现
57811,DD201708167493678217784670303,E43A6E078A04134,13.5,13.5,78g卫龙亲嘴语辣条,2017/11/20 9:29,B,已出货未退款,已提现
57813,DD2017062204372511D8E7C62C29F,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/20 9:30,B,已出货未退款,已提现
57815,DD2017071721190940E10386775DF,E43A6E078A04134,4.0,4.0,脉动,2017/11/20 9:34,B,已出货未退款,已提现
57817,DD2017081674934874976586134,E43A6E078A04134,9.0,9.0,250ml燕塘甜牛奶,2017/11/20 9:36,B,已出货未退款,已提现
57824,DD20170703182450317A7A39B2EE7,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 9:38,B,已出货未退款,已提现
57826,DD20170710173001405A8E5E67BB9,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/11/20 9:41,B,已出货未退款,已提现
57831,DD2017071721421645301A17A577D,E43A6E078A04134,2.5,2.5,伊利纯牛奶,2017/11/20 9:51,B,已出货未退款,已提现
57833,DD201708167493543459969297181,E43A6E078A04134,6.0,6.0,70g乖媳妇野山泡椒凤爪,2017/11/20 9:56,B,已出货未退款,已提现
57837,DD2017070317310144B296045FDE1,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 9:59,B,已出货未退款,已提现
57850,DD201708167493102755288168758,E43A6E078A04134,2.0,2.0,5片装益达绿箭口香糖,2017/11/20 10:04,B,已出货未退款,已提现
57851,DD2017060817153961FDF1BCEBCA1,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/20 10:04,B,已出货未退款,已提现
57861,DD20170816749393000318985787,E43A6E078A04134,10.0,10.0,口味王槟榔（绿）,2017/11/20 10:18,B,已出货未退款,已提现
57874,DD20170714123015152A3627844B8,E43A6E078A04134,3.0,3.0,雪碧（500ml）,2017/11/20 10:34,B,已出货未退款,已提现
57875,DD20170721195558605C5B2070FD8,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 10:36,B,已出货未退款,已提现
57896,DD201708167493405763588754354,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/11/20 11:08,B,已出货未退款,已提现
57898,DD20170816749302341074970111,E43A6E078A04134,18.0,18.0,260g马来西亚进口茱蒂丝口口香饼干,2017/11/20 11:12,B,已出货未退款,已提现
57899,DD20170711025608572A9D7C65C74,E43A6E078A04134,1.0,1.0,香豆干,2017/11/20 11:12,B,已出货未退款,已提现
57917,DD201708167493696351441505975,E43A6E078A04134,4.5,4.5,40g呀土豆番茄酱味,2017/11/20 11:54,B,已出货未退款,已提现
57921,DD201708167493758858915337074,E43A6E078A04134,5.0,5.0,500ml统一阿萨姆奶茶,2017/11/20 11:59,B,已出货未退款,已提现
57936,DD201708167493707468274533614,E43A6E078A04134,4.0,4.0,150g健能酸奶原味,2017/11/20 12:16,B,已出货未退款,已提现
57938,DD201708167493701400614608042,E43A6E078A04134,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/11/20 12:17,B,已出货未退款,已提现
57940,DD201708167493892631175063228,E43A6E078A04134,2.0,2.0,85g新麦潮北海道吐司,2017/11/20 12:18,B,已出货未退款,已提现
57945,DD201708167493569869804438101,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/11/20 12:21,B,已出货未退款,已提现
57949,DD20170818123735576F532246CDB,E43A6E078A04134,3.5,3.5,可口可乐330ml,2017/11/20 12:22,B,已出货未退款,已提现
57953,DD201708167493740769039529168,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/11/20 12:26,B,已出货未退款,已提现
57955,DD201708167493926972839392577,E43A6E078A04134,10.0,10.0,口味王槟榔（绿）,2017/11/20 12:29,B,已出货未退款,已提现
57956,DD201708167493914958868364683,E43A6E078A04134,1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017/11/20 12:29,B,已出货未退款,已提现
57970,DD201708167493818368498671426,E43A6E078A04134,9.0,9.0,250ml维他奶巧克力味,2017/11/20 12:34,B,已出货未退款,已提现
57976,DD20170715161438760593A778BD4,E43A6E078A04134,1.0,1.0,小鱼仔,2017/11/20 12:37,B,已出货未退款,已提现
57980,DD20170816749380885164653103,E43A6E078A04134,2.5,2.5,30g元朗小蛋卷,2017/11/20 12:38,B,已出货未退款,已提现
57987,DD2017072012005123F4ECB8CA206,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 12:45,B,已出货未退款,已提现
58000,DD2017072815291855AC5F1E19FDF,E43A6E078A04134,6.0,6.0,红牛,2017/11/20 12:58,B,已出货未退款,已提现
58004,DD2017061117442419AA65A8B8B90,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 13:07,B,已出货未退款,已提现
58006,DD201708167493634312931004148,E43A6E078A04134,4.5,4.5,40g双汇玉米热狗肠,2017/11/20 13:09,B,已出货未退款,已提现
58027,DD2017072021333411B7D39703A62,E43A6E078A04134,2.5,2.5,伊利纯牛奶,2017/11/20 13:30,B,已出货未退款,已提现
58036,DD201706251126141730BC90A2C71,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 13:44,B,已出货未退款,已提现
58048,DD20170618165409428ACEE5F05E4,E43A6E078A04134,3.0,3.0,果粒橙,2017/11/20 13:52,B,已出货未退款,已提现
58051,DD2017071816213154EE4C4D3DBA3,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 13:54,B,已出货未退款,已提现
58053,DD20170625175136970B31BAFB18C,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 13:55,B,已出货未退款,已提现
58068,DD201708167493484769378209399,E43A6E078A04134,9.0,9.0,80g四洲粟一烧烧烤味,2017/11/20 14:14,B,已出货未退款,已提现
58072,DD2017081107320668401C5FCEB1A,E43A6E078A04134,5.0,5.0,营养快线,2017/11/20 14:16,B,已出货未退款,已提现
58078,DD201708167493421298322903544,E43A6E078A04134,5.5,5.5,205g伊利安慕希原味,2017/11/20 14:28,B,已出货未退款,已提现
58082,DD20170816749355665876536644,E43A6E078A04134,5.5,5.5,330ml伊利畅意乳酸菌原味,2017/11/20 14:30,B,已出货未退款,已提现
58088,DD2017071911595838FCC81B44B00,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/20 14:35,B,已出货未退款,已提现
58090,DD20170611073303619EE78C8BD75,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 14:37,B,已出货未退款,已提现
58097,DD201708167493604823259831963,E43A6E078A04134,5.0,5.0,500ml统一阿萨姆奶茶,2017/11/20 14:46,B,已出货未退款,已提现
58101,DD2017061721232113A99B828062C,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/11/20 14:50,B,已出货未退款,已提现
58106,DD201708167493637796633927314,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/11/20 14:55,B,已出货未退款,已提现
58110,DD201708167493490446924531416,E43A6E078A04134,8.0,8.0,20g咪咪虾条马来西亚风味,2017/11/20 14:56,B,已出货未退款,已提现
58114,DD2017080721424093A807E260DA8,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/11/20 14:58,B,已出货未退款,已提现
58119,DD20170715171949659F0D6E378D8,E43A6E078A04134,6.0,6.0,雀巢咖啡,2017/11/20 15:06,B,已出货未退款,已提现
58128,DD20170608133346117961500A3D7,E43A6E078A04134,1.0,1.0,咪咪,2017/11/20 15:13,B,已出货未退款,已提现
58130,DD20170816749364110006852661,E43A6E078A04134,4.5,4.5,500ml营养快线原味,2017/11/20 15:20,B,已出货未退款,已提现
58136,DD20170816749349228433668357,E43A6E078A04134,8.0,8.0,160g盼盼手撕面包,2017/11/20 15:27,B,已出货未退款,已提现
58137,DD2017081674930816478157928215,E43A6E078A04134,4.0,4.0,85g新麦潮北海道吐司,2017/11/20 15:27,B,已出货未退款,已提现
58143,DD2017081421143772D019D0B0AFD,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/11/20 15:31,B,已出货未退款,已提现
58145,DD201708167493485484476956528,E43A6E078A04134,9.0,9.0,250ml维他柠檬茶,2017/11/20 15:33,B,已出货未退款,已提现
58151,DD201708167493590416813114178,E43A6E078A04134,5.0,5.0,145ml旺仔牛奶盒装,2017/11/20 15:35,B,已出货未退款,已提现
58159,DD201708167493693836820679907,E43A6E078A04134,4.0,4.0,脉动,2017/11/20 15:41,B,已出货未退款,已提现
58165,DD20170802201550902C3DAD960E1,E43A6E078A04134,3.0,3.0,雪碧最新款,2017/11/20 15:42,B,已出货未退款,已提现
58166,DD2017071908033150DB7ECB1988D,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 15:43,B,已出货未退款,已提现
58171,DD201708167493366224409574825,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/11/20 15:45,B,已出货未退款,已提现
58178,DD2017071121343518B3CA87FA1B8,E43A6E078A04134,10.0,10.0,口味王槟榔（绿）,2017/11/20 15:48,B,已出货未退款,已提现
58184,DD2017081674930764685029426589,E43A6E078A04134,0.8,0.8,20g咪咪虾条马来西亚风味,2017/11/20 15:53,B,已出货未退款,已提现
58185,DD201708167493942217473801721,E43A6E078A04134,0.8,0.8,咪咪虾条马来西亚风味,2017/11/20 15:53,B,已出货未退款,已提现
58186,DD20170715161618855FBD274FA64,E43A6E078A04134,1.0,1.0,小鱼仔,2017/11/20 15:53,B,已出货未退款,已提现
58192,DD2017061716534188CF08E3A0CE0,E43A6E078A04134,3.0,3.0,可口可乐最新款,2017/11/20 15:59,B,已出货未退款,已提现
58201,DD201708167493253333748795459,E43A6E078A04134,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017/11/20 16:06,B,已出货未退款,已提现
58202,DD20170713202407376E9AA91DDB3,E43A6E078A04134,1.0,1.0,香豆干,2017/11/20 16:06,B,已出货未退款,已提现
58209,DD2017060816294381E4678F8C9A5,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/20 16:14,B,已出货未退款,已提现
58211,DD201708167493869543504011556,E43A6E078A04134,2.0,2.0,85g新麦潮北海道吐司,2017/11/20 16:15,B,已出货未退款,已提现
58212,DD201708167493945792784406351,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 16:15,B,已出货未退款,已提现
58216,DD20170720203730206EE44CE6F1B,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/11/20 16:17,B,已出货未退款,已提现
58220,DD201708167493559986176277342,E43A6E078A04134,5.5,5.5,10g卫龙亲嘴烧香辣味,2017/11/20 16:20,B,已出货未退款,已提现
58225,DD2017062621073763EBA6BAC306A,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/20 16:21,B,已出货未退款,已提现
58228,DD201708167493767993472445254,E43A6E078A04134,5.0,5.0,110g顺宝九制话梅,2017/11/20 16:25,B,已出货未退款,已提现
58236,DD20170610171719879C9ADB8B519,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/11/20 16:29,B,已出货未退款,已提现
58243,DD201708167493787308756784022,E43A6E078A04134,3.5,3.5,600ml可口可乐,2017/11/20 16:31,B,已出货未退款,已提现
58252,DD201708167493271465005404438,E43A6E078A04134,3.0,3.0,150g健能酸奶原味,2017/11/20 16:34,B,已出货未退款,已提现
58256,DD201708167493812493998394373,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/11/20 16:35,B,已出货未退款,已提现
58268,DD201708167493575887252656042,E43A6E078A04134,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/11/20 16:38,B,已出货未退款,已提现
58274,DD201708167493325525249089652,E43A6E078A04134,4.0,4.0,220g宝丰龙龟苓膏,2017/11/20 16:39,B,已出货未退款,已提现
58275,DD2017081674930519750838134033,E43A6E078A04134,4.5,4.5,52g旺旺仙贝,2017/11/20 16:39,B,已出货未退款,已提现
58282,DD20170617215800925D78201BA92,E43A6E078A04134,3.0,3.0,雪碧最新款,2017/11/20 16:40,B,已出货未退款,已提现
58285,DD2017081674930790223256904806,E43A6E078A04134,34.0,34.0,188g澳门永辉鸡仔饼,2017/11/20 16:41,B,已出货未退款,已提现
58286,DD201708167493923696273578043,E43A6E078A04134,1.5,1.5,香脆肠,2017/11/20 16:41,B,已出货未退款,已提现
58302,DD20170702084718990F6E33FD0FC,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 16:51,B,已出货未退款,已提现
58308,DD2017072411113520BF4165A0000,E43A6E078A04134,2.5,2.5,可口可乐330ml,2017/11/20 16:53,B,已出货未退款,已提现
58309,DD20170811231902206624D573FF7,E43A6E078A04134,4.5,4.5,营养快线,2017/11/20 16:54,B,已出货未退款,已提现
58310,DD201708167493824452657974063,E43A6E078A04134,39.6,39.6,180g统一满汉全席台式半筋半肉牛肉面,2017/11/20 16:55,B,已出货未退款,已提现
58313,DD2017081674930978563942319794,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/11/20 16:56,B,已出货未退款,已提现
58314,DD201708167493212438078882546,E43A6E078A04134,3.5,3.5,维他原味豆奶,2017/11/20 16:56,B,已出货未退款,已提现
58315,DD2017071408041450DEE06D7C6D5,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/11/20 16:56,B,已出货未退款,已提现
58332,DD201708167493341462029836595,E43A6E078A04134,4.5,4.5,卫龙亲嘴烧红烧牛肉味,2017/11/20 17:00,B,已出货未退款,已提现
58333,DD2017070212304436AC280399A09,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 17:00,B,已出货未退款,已提现
58337,DD20170712194029446B748AB0540,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/20 17:03,B,已出货未退款,已提现
58340,DD2017071518260259BBA25DA1942,E43A6E078A04134,1.0,1.0,香豆干,2017/11/20 17:06,B,已出货未退款,已提现
58356,DD20170816749300940223647424032,E43A6E078A04134,34.0,34.0,188g澳门永辉鸡仔饼,2017/11/20 17:14,B,已出货未退款,已提现
58357,DD201708167493703272155181028,E43A6E078A04134,5.0,5.0,85g统一老坛酸菜牛肉面,2017/11/20 17:14,B,已出货未退款,已提现
58362,DD201708167493889465054926816,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/11/20 17:16,B,已出货未退款,已提现
58368,DD2017080219550986B601C6DDD17,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/11/20 17:24,B,已出货未退款,已提现
58370,DD201708167493734494545534348,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/11/20 17:26,B,已出货未退款,已提现
58372,DD201708167493407028194331583,E43A6E078A04134,2.4,2.4,20g咪咪虾条马来西亚风味,2017/11/20 17:28,B,已出货未退款,已提现
58376,DD201708167493158754854883791,E43A6E078A04134,4.5,4.5,250ml燕塘红枣牛奶,2017/11/20 17:29,B,已出货未退款,已提现
58377,DD20170621122219393ACEE8D6F0F,E43A6E078A04134,4.0,4.0,脉动,2017/11/20 17:29,B,已出货未退款,已提现
58383,DD20170629174107126E51D970F4C,E43A6E078A04134,3.0,3.0,果粒橙,2017/11/20 17:40,B,已出货未退款,已提现
58387,DD201708167493123015312478669,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/11/20 17:42,B,已出货未退款,已提现
58388,DD201708167493314746531398485,E43A6E078A04134,2.5,2.5,250ml维他奶巧克力味,2017/11/20 17:42,B,已出货未退款,已提现
58395,DD201708167493139927295881092,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/11/20 17:43,B,已出货未退款,已提现
58396,DD201708167493753460496417293,E43A6E078A04134,10.5,10.5,600ml雪碧,2017/11/20 17:43,B,已出货未退款,已提现
58413,DD201708167493289836577476823,E43A6E078A04134,1.6,1.6,20g咪咪虾条马来西亚风味,2017/11/20 17:52,B,已出货未退款,已提现
58414,DD2017071018143752D181D064CDF,E43A6E078A04134,1.0,1.0,香豆干,2017/11/20 17:52,B,已出货未退款,已提现
58417,DD2017063010264473A6405D09FFA,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 17:53,B,已出货未退款,已提现
58418,DD20170718122845109B96924332D,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 17:54,B,已出货未退款,已提现
58419,DD201708167493851675653418568,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/11/20 17:56,B,已出货未退款,已提现
58434,DD201708167493603835321014422,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/11/20 18:00,B,已出货未退款,已提现
58440,DD20170703162124557C4E7CFCB8C,E43A6E078A04134,2.0,2.0,鸭翅,2017/11/20 18:03,B,已出货未退款,已提现
58443,DD2017060913284483E07C29205BD,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 18:05,B,已出货未退款,已提现
58446,DD201708167493634188347426007,E43A6E078A04134,4.5,4.5,65g卫龙亲嘴豆皮,2017/11/20 18:06,B,已出货未退款,已提现
58458,DD201708167493579169282432754,E43A6E078A04134,6.5,6.5,250ml红牛,2017/11/20 18:10,B,已出货未退款,已提现
58461,DD201708167493819834732343481,E43A6E078A04134,1.8,1.8,32g卫龙亲嘴烧,2017/11/20 18:11,B,已出货未退款,已提现
58466,DD2017071017330954EC642709D21,E43A6E078A04134,2.0,2.0,鸭翅,2017/11/20 18:14,B,已出货未退款,已提现
58468,DD201708167493592158891510865,E43A6E078A04134,5.0,5.0,顺宝九制梅,2017/11/20 18:15,B,已出货未退款,已提现
58482,DD20170816749300211295346723616,E43A6E078A04134,3.0,3.0,250ml维他奶巧克力味,2017/11/20 18:23,B,已出货未退款,已提现
58483,DD201708167493914192680580693,E43A6E078A04134,12.0,12.0,330ml伊利畅意乳酸菌原味,2017/11/20 18:23,B,已出货未退款,已提现
58484,DD201708167493285540901868158,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017/11/20 18:23,B,已出货未退款,已提现
58485,DD201708167493200398428142268,E43A6E078A04134,3.0,3.0,旺仔牛奶145ml,2017/11/20 18:23,B,已出货未退款,已提现
58502,DD201708167493493262578516432,E43A6E078A04134,8.0,8.0,80g四洲粟一烧烧烤味,2017/11/20 18:29,B,已出货未退款,已提现
58506,DD20170612230135912E5DF3A97F6,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/20 18:30,B,已出货未退款,已提现
58518,DD2017062708152810F2D44A1A2A8,E43A6E078A04134,2.0,2.0,鸭翅,2017/11/20 18:41,B,已出货未退款,已提现
58524,DD2017071021293336F2CAABADE90,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/20 18:44,B,已出货未退款,已提现
58529,DD201708167493577568139256661,E43A6E078A04134,5.5,5.5,103g康师傅红烧牛肉面,2017/11/20 18:47,B,已出货未退款,已提现
58534,DD2017070315372837B0E0C34B130,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/20 18:53,B,已出货未退款,已提现
58539,DD2017070704514995D8F077E3A44,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/11/20 18:55,B,已出货未退款,已提现
58541,DD201708167493725339859327678,E43A6E078A04134,3.5,3.5,600ml可口可乐,2017/11/20 18:56,B,已出货未退款,已提现
58552,DD20170713073515363A3EE56F1A8,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 19:05,B,已出货未退款,已提现
58554,DD201708167493906397381002922,E43A6E078A04134,2.5,2.5,250ml王老吉盒装,2017/11/20 19:07,B,已出货未退款,已提现
58557,DD2017062815494417B6ABEDFBB4D,E43A6E078A04134,25.0,25.0,芙蓉王,2017/11/20 19:09,B,已出货未退款,已提现
58561,DD2017081674930388325982628482,E43A6E078A04134,2.5,2.5,250ml维他奶巧克力味,2017/11/20 19:16,B,已出货未退款,已提现
58562,DD201708167493822610992588605,E43A6E078A04134,9.0,9.0,250ml燕塘原味酸奶,2017/11/20 19:16,B,已出货未退款,已提现
58563,DD201708167493174885568129464,E43A6E078A04134,3.5,3.5,34g公仔迷你杯牛肉味,2017/11/20 19:16,B,已出货未退款,已提现
58571,DD2017071416402914CE98ADB4A42,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 19:20,B,已出货未退款,已提现
58574,DD2017063009072318BF9721D4BBF,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 19:23,B,已出货未退款,已提现
58580,DD20170612000909111B40AA8F712,E43A6E078A04134,2.0,2.0,伊利优酸乳,2017/11/20 19:26,B,已出货未退款,已提现
58588,DD201708167493203410099049663,E43A6E078A04134,13.5,13.5,180ml雀巢咖啡罐装,2017/11/20 19:34,B,已出货未退款,已提现
58589,DD201706301827326046727A009B4,E43A6E078A04134,1.0,1.0,小鱼仔,2017/11/20 19:34,B,已出货未退款,已提现
58593,DD2017071721033017BD6038DAAAE,E43A6E078A04134,4.0,4.0,营养快线,2017/11/20 19:47,B,已出货未退款,已提现
58599,DD2017072020265734E5E20F3204E,E43A6E078A04134,1.5,1.5,鸭翅,2017/11/20 19:55,B,已出货未退款,已提现
58601,DD201708167493136922358270548,E43A6E078A04134,3.0,3.0,12g劲仔小鱼麻辣味,2017/11/20 19:56,B,已出货未退款,已提现
58602,DD201708167493806999697506657,E43A6E078A04134,1.6,1.6,20g咪咪虾条马来西亚风味,2017/11/20 19:56,B,已出货未退款,已提现
58606,DD2017071300131649C5D0BF781CB,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/11/20 19:57,B,已出货未退款,已提现
