,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
46850,DD20170805170239951A5BDC6EB14,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/10/29 10:54,A,已出货未退款,已提现
46851,DD201708167493657162487368858,E43A6E078A04172,4.0,4.0,双汇玉米热狗肠,2017/10/29 11:04,A,已出货未退款,已提现
46858,DD20170805170347650437B48CFA4,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/10/29 11:52,A,已出货未退款,已提现
46862,DD201708167493657526746062847,E43A6E078A04172,4.5,4.5,50g上好佳田园薯片番茄味,2017/10/29 12:05,A,已出货未退款,已提现
46863,DD201708167493208718767243038,E43A6E078A04172,3.0,3.0,250ml维他原味豆奶,2017/10/29 12:12,A,已出货未退款,已提现
46870,DD201708167493658121551954897,E43A6E078A04172,6.5,6.5,100g果王咸柑桔罐装,2017/10/29 12:40,A,已出货未退款,已提现
46881,DD201708121738559438A2730E295,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/10/29 13:05,A,已出货未退款,已提现
46882,DD2017052520380366008AD1C3311,E43A6E078A04172,15.0,15.0,口味王槟榔（红）,2017/10/29 13:14,A,已出货未退款,已提现
46884,DD201708167493658427827367307,E43A6E078A04172,4.0,4.0,奥利奥原味芝士,2017/10/29 13:15,A,已出货未退款,已提现
46907,DD201708167493450201249133166,E43A6E078A04172,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/10/29 14:10,A,已出货未退款,已提现
46911,DD201708100532151028D1C6BC01D,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/10/29 14:14,A,已出货未退款,已提现
46915,DD201708167493659333663201727,E43A6E078A04172,3.6,3.6,32g卫龙亲嘴烧,2017/10/29 14:39,A,已出货未退款,已提现
46922,DD20170816749384115834557677,E43A6E078A04172,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/10/29 14:49,A,已出货未退款,已提现
46940,DD2017052601442912DDA1D5A6AE5,E43A6E078A04172,1.5,1.5,香豆干,2017/10/29 15:17,A,已出货未退款,已提现
46947,DD201705260422391237B776BE098,E43A6E078A04172,4.0,4.0,营养快线,2017/10/29 15:28,A,已出货未退款,已提现
46950,DD2017081005401894C2E3CD31F55,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/10/29 15:29,A,已出货未退款,已提现
46954,DD201708167493659790620045698,E43A6E078A04172,4.5,4.5,68g好丽友巧克力派2枚,2017/10/29 15:34,A,已出货未退款,已提现
46960,DD201708167493660024285722808,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/10/29 15:41,A,已出货未退款,已提现
46961,DD201708167493660051313774795,E43A6E078A04172,4.5,4.5,12g劲仔小鱼卤香味,2017/10/29 15:42,A,已出货未退款,已提现
46965,DD201708092235594420A2ECD0CAC,E43A6E078A04172,2.5,2.5,伊利优酸乳,2017/10/29 15:52,A,已出货未退款,已提现
46969,DD2017072819113684D274AAAB376,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/10/29 15:57,A,已出货未退款,已提现
46972,DD20170812173938142D033B7F50A,E43A6E078A04172,4.0,4.0,营养快线,2017/10/29 15:59,A,已出货未退款,已提现
46974,DD201708167493842276203542604,E43A6E078A04172,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/10/29 16:02,A,已出货未退款,已提现
46978,DD201708167493660514502196092,E43A6E078A04172,3.5,3.5,34g公仔迷你杯牛肉味,2017/10/29 16:10,A,已出货未退款,已提现
46991,DD20170816749366100514034297,E43A6E078A04172,1.6,1.6,20g咪咪虾条马来西亚风味,2017/10/29 16:35,A,已出货未退款,已提现
46997,DD201708051740436963EDB8CCC6D,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/10/29 16:51,A,已出货未退款,已提现
47027,DD201708167493662106097902243,E43A6E078A04172,4.5,4.5,52g旺旺仙贝,2017/10/29 17:33,A,已出货未退款,已提现
47028,DD201708167493507347252692027,E43A6E078A04172,7.5,7.5,12g劲仔小鱼麻辣味,2017/10/29 17:34,A,已出货未退款,已提现
47029,DD201708167493759630037602641,E43A6E078A04172,3.0,3.0,55g奥利奥原味芝士饼干,2017/10/29 17:34,A,已出货未退款,已提现
47030,DD2017081015250539B0804F3018E,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/10/29 17:34,A,已出货未退款,已提现
47037,DD201707271535577956E98447A75,E43A6E078A04172,6.0,6.0,红牛,2017/10/29 17:43,A,已出货未退款,已提现
47059,DD201708100608218500718B68AD4,E43A6E078A04172,4.0,4.0,营养快线,2017/10/29 18:15,A,已出货未退款,已提现
47071,DD2017081017054067AAE267AA377,E43A6E078A04172,3.0,3.0,卫龙大面筋,2017/10/29 18:24,A,已出货未退款,已提现
47074,DD201708167493252372173141099,E43A6E078A04172,4.8,4.8,20g咪咪虾条马来西亚风味,2017/10/29 18:25,A,已出货未退款,已提现
47080,DD2017080723342627C3585752DAD,E43A6E078A04172,3.0,3.0,果粒橙,2017/10/29 18:36,A,已出货未退款,已提现
47096,DD20170727153941700FE4D3760BD,E43A6E078A04172,6.0,6.0,红牛,2017/10/29 18:57,A,已出货未退款,已提现
47098,DD2017072817065941B6BB7783B8B,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/10/29 19:02,A,已出货未退款,已提现
47112,DD2017080610333910B3EC3E0DB96,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/10/29 19:23,A,已出货未退款,已提现
47120,DD2017081217084846608EF16BB24,E43A6E078A04172,2.5,2.5,伊利优酸乳,2017/10/29 19:36,A,已出货未退款,已提现
47122,DD201708121710066497382B93422,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/10/29 19:39,A,已出货未退款,已提现
47128,DD2017081006443834A21D7E0FE1B,E43A6E078A04172,3.5,3.5,王老吉（罐）,2017/10/29 19:45,A,已出货未退款,已提现
47134,DD20170706194134138E9AF2ED5B6,E43A6E078A04172,3.0,3.0,冰糖雪梨,2017/10/29 19:51,A,已出货未退款,已提现
47135,DD20170816749387305411099426,E43A6E078A04172,2.0,2.0,双汇玉米热狗肠,2017/10/29 19:51,A,已出货未退款,已提现
47139,DD201708167493317625963850823,E43A6E078A04172,6.0,6.0,145ml旺仔牛奶盒装,2017/10/29 19:55,A,已出货未退款,已提现
47165,DD2017052617031173F5B7EE0DFA1,E43A6E078A04172,3.5,3.5,王老吉（罐）,2017/10/29 20:10,A,已出货未退款,已提现
47178,DD201708061034484175FE2B541F8,E43A6E078A04172,4.0,4.0,营养快线,2017/10/29 20:27,A,已出货未退款,已提现
47180,DD2017081020323624E60E32C30F4,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/10/29 20:30,A,已出货未退款,已提现
47195,DD201708167493872293167331576,E43A6E078A04172,17.0,17.0,188g澳门永辉鸡仔饼,2017/10/29 20:38,A,已出货未退款,已提现
47199,DD201708167493852256377329655,E43A6E078A04172,3.0,3.0,12g劲仔小鱼卤香味,2017/10/29 20:39,A,已出货未退款,已提现
47203,DD201708167493872454744517503,E43A6E078A04172,3.0,3.0,250ml维他奶巧克力味,2017/10/29 20:40,A,已出货未退款,已提现
47207,DD201708167493209861628414211,E43A6E078A04172,3.5,3.5,250ml燕塘原味酸奶,2017/10/29 20:41,A,已出货未退款,已提现
47223,DD201708167493888919923716494,E43A6E078A04172,2.0,2.0,85g新麦潮手撕面包（提子味）,2017/10/29 21:10,A,已出货未退款,已提现
47230,DD201708167493671075005972414,E43A6E078A04172,11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017/10/29 21:17,A,已出货未退款,已提现
47233,DD2017073117123719F6E7BC4D27D,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/10/29 21:22,A,已出货未退款,已提现
47243,DD2017073117134057E247AA02022,E43A6E078A04172,3.0,3.0,果粒橙,2017/10/29 21:49,A,已出货未退款,已提现
47250,DD201707281935444733BAA1BF0B6,E43A6E078A04172,3.0,3.0,统一绿茶,2017/10/29 22:00,A,已出货未退款,已提现
47251,DD201708111846459984779042CCA,E43A6E078A04172,1.0,1.0,香豆干,2017/10/29 22:02,A,已出货未退款,已提现
47253,DD2017081217432742A5726EF794D,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/10/29 22:07,A,已出货未退款,已提现
47257,DD20170731093733322385EED2366,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/10/29 22:22,A,已出货未退款,已提现
47259,DD20170727154230187D0FF8F7F5A,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/10/29 22:24,A,已出货未退款,已提现
47260,DD201708167493672104843644611,E43A6E078A04172,6.0,6.0,86g合味道海鲜风味,2017/10/29 22:50,A,已出货未退款,已提现
47265,DD201708167493672650037908629,E43A6E078A04172,1.8,1.8,600ml雪碧,2017/10/29 23:27,A,已出货未退款,已提现
47275,DD2017072817423292FD811D0D396,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/10/30 1:06,A,已出货未退款,已提现
47280,DD201708167493673202488640538,E43A6E078A04172,6.5,6.5,100g果王咸柑桔罐装,2017/10/30 3:02,A,已出货未退款,已提现
47286,DD201708167493673989930214785,E43A6E078A04172,6.0,6.0,330ml伊利畅意乳酸菌原味,2017/10/30 7:26,A,已出货未退款,已提现
47289,DD201708167493674411548826399,E43A6E078A04172,4.0,4.0,150g健能酸奶原味,2017/10/30 7:40,A,已出货未退款,已提现
47294,DD2017073109444163B1629B07DB7,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/10/30 8:38,A,已出货未退款,已提现
47302,DD201708167493675834778995354,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/10/30 9:36,A,已出货未退款,已提现
47305,DD201708167493676202791388563,E43A6E078A04172,4.5,4.5,65g卫龙亲嘴豆皮,2017/10/30 9:44,A,已出货未退款,已提现
47309,DD20170526204843557E31F3F885D,E43A6E078A04172,1.5,1.5,香豆干,2017/10/30 10:04,A,已出货未退款,已提现
47319,DD20170526210659466C60D4D03BD,E43A6E078A04172,5.0,5.0,好吃点,2017/10/30 10:16,A,已出货未退款,已提现
47322,DD2017052621074356C4151F41116,E43A6E078A04172,3.0,3.0,雪碧最新款,2017/10/30 10:20,A,已出货未退款,已提现
47334,DD201708167493678356844952282,E43A6E078A04172,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/10/30 11:16,A,已出货未退款,已提现
47337,DD201705262152345920DFD8A016E,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/10/30 12:07,A,已出货未退款,已提现
47349,DD201708167493678852768362788,E43A6E078A04172,2.0,2.0,85g新麦潮北海道吐司,2017/10/30 12:19,A,已出货未退款,已提现
47353,DD201708167493679429587362321,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/10/30 13:19,A,已出货未退款,已提现
47360,DD201708167493679790774768318,E43A6E078A04172,4.0,4.0,250ml燕塘红枣牛奶,2017/10/30 13:34,A,已出货未退款,已提现
47383,DD201708167493681302940505621,E43A6E078A04172,11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017/10/30 15:09,A,已出货未退款,已提现
47385,DD2017072817460598CDD1493EFEC,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/10/30 15:16,A,已出货未退款,已提现
47392,DD201708110938341073A5F166E9C,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/10/30 15:35,A,已出货未退款,已提现
47398,DD2017052705090814C245F1C3C04,E43A6E078A04172,4.0,4.0,营养快线,2017/10/30 15:38,A,已出货未退款,已提现
47405,DD20170816749368218542936675,E43A6E078A04172,6.0,6.0,86g合味道海鲜风味,2017/10/30 15:49,A,已出货未退款,已提现
47407,DD201708167493682407176468642,E43A6E078A04172,4.0,4.0,85g新麦潮北海道吐司,2017/10/30 15:51,A,已出货未退款,已提现
47410,DD20170816749368257460312191,E43A6E078A04172,6.5,6.5,250ml红牛,2017/10/30 16:07,A,已出货未退款,已提现
47411,DD201708167493682633533039309,E43A6E078A04172,10.0,10.0,225g味之不规则饼干芝士味,2017/10/30 16:08,A,已出货未退款,已提现
47422,DD201708167493683674352894905,E43A6E078A04172,11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017/10/30 16:58,A,已出货未退款,已提现
47436,DD201708167493685164206508145,E43A6E078A04172,4.5,4.5,68g好丽友巧克力派2枚,2017/10/30 17:34,A,已出货未退款,已提现
47445,DD201708167493831851073708364,E43A6E078A04172,6.5,6.5,91g徐福记凤梨酥,2017/10/30 17:40,A,已出货未退款,已提现
47452,DD20170527115006354DF8AAE7B53,E43A6E078A04172,2.0,2.0,香脆肠,2017/10/30 17:45,A,已出货未退款,已提现
47456,DD201708167493924272402314334,E43A6E078A04172,15.0,15.0,口味王槟榔（红）,2017/10/30 17:48,A,已出货未退款,已提现
47479,DD20170805211237166D93867EFAE,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/10/30 18:26,A,已出货未退款,已提现
47501,DD2017081115265710BA2A30AC37D,E43A6E078A04172,1.0,1.0,香豆干,2017/10/30 19:12,A,已出货未退款,已提现
47508,DD201708167493910559892790751,E43A6E078A04172,2.5,2.5,145ml旺仔牛奶盒装,2017/10/30 19:16,A,已出货未退款,已提现
47518,DD2017080521224083AD136303731,E43A6E078A04172,10.0,10.0,口味王槟榔（绿）,2017/10/30 19:51,A,已出货未退款,已提现
47531,DD201708167493321486172395236,E43A6E078A04172,1.6,1.6,20g咪咪虾条马来西亚风味,2017/10/30 20:09,A,已出货未退款,已提现
47551,DD2017080219405539B769DA331DF,E43A6E078A04172,4.0,4.0,王老吉（500ml）,2017/10/30 20:29,A,已出货未退款,已提现
47563,DD201707281853139380845F649C2,E43A6E078A04172,4.0,4.0,脉动,2017/10/30 20:41,A,已出货未退款,已提现
47570,DD20170811164545660A83C8D1BC7,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/10/30 20:57,A,已出货未退款,已提现
47572,DD2017070620412917EE379D0E7C0,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/10/30 21:01,A,已出货未退款,已提现
47575,DD201708111637384719E87F3E92D,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/10/30 21:05,A,已出货未退款,已提现
47592,DD201708167493840148496356978,E43A6E078A04172,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/10/30 21:14,A,已出货未退款,已提现
47596,DD201708167493438946434986457,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/30 21:16,A,已出货未退款,已提现
47598,DD20170728190240431910F2BFA32,E43A6E078A04172,4.0,4.0,脉动,2017/10/30 21:17,A,已出货未退款,已提现
47600,DD2017080722422917D3078AFFFE6,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/10/30 21:19,A,已出货未退款,已提现
47601,DD2017080219440953F0F874D2A9F,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/10/30 21:22,A,已出货未退款,已提现
47602,DD2017081674937002136234794,E43A6E078A04172,1.5,1.5,45g双汇泡面拍挡,2017/10/30 21:26,A,已出货未退款,已提现
47614,DD201708167493701515073833865,E43A6E078A04172,11.0,11.0,统一来一桶香辣老坛酸菜牛肉面,2017/10/30 21:45,A,已出货未退款,已提现
47620,DD201708167493702410220989335,E43A6E078A04172,5.0,5.0,30g无穷农场盐_鸡蛋,2017/10/30 21:59,A,已出货未退款,已提现
47621,DD201708167493702554477841692,E43A6E078A04172,6.5,6.5,250ml红牛,2017/10/30 22:00,A,已出货未退款,已提现
47622,DD201708167493702627409462118,E43A6E078A04172,4.5,4.5,40g呀土豆薯片滋香烤鸡味,2017/10/30 22:04,A,已出货未退款,已提现
47628,DD201708167493703228632711002,E43A6E078A04172,5.0,5.0,145ml旺仔牛奶盒装,2017/10/30 22:35,A,已出货未退款,已提现
47629,DD201708167493703287437519264,E43A6E078A04172,5.5,5.5,205g伊利安慕希原味,2017/10/30 22:36,A,已出货未退款,已提现
47630,DD2017081118200717F63010C9B20,E43A6E078A04172,3.0,3.0,卫龙大面筋,2017/10/30 22:40,A,已出货未退款,已提现
47633,DD20170816749370345360689759,E43A6E078A04172,4.5,4.5,250ml燕塘原味酸奶,2017/10/30 23:12,A,已出货未退款,已提现
47635,DD20170816749370385757925996,E43A6E078A04172,4.5,4.5,40g乐事薯片黄瓜味,2017/10/30 23:39,A,已出货未退款,已提现
47637,DD201708167493704314945305947,E43A6E078A04172,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017/10/31 0:21,A,已出货未退款,已提现
47638,DD201708167493704617094067755,E43A6E078A04172,6.5,6.5,70g乐事薯片原味,2017/10/31 0:22,A,已出货未退款,已提现
47641,DD201708167493705532594566656,E43A6E078A04172,5.5,5.5,205g伊利安慕希原味,2017/10/31 0:35,A,已出货未退款,已提现
47645,DD2017052717473358C0C30BE38B8,E43A6E078A04172,4.0,4.0,脉动,2017/10/31 1:16,A,已出货未退款,已提现
47647,DD201705271825103741DB041BD40,E43A6E078A04172,4.0,4.0,营养快线,2017/10/31 1:17,A,已出货未退款,已提现
47649,DD20170816749370582508619939,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/31 1:36,A,已出货未退款,已提现
47654,DD2017052718502910DC6DD4559E8,E43A6E078A04172,3.5,3.5,雪碧最新款,2017/10/31 2:44,A,已出货未退款,已提现
47658,DD2017052719054272A7B4E8ABB67,E43A6E078A04172,3.5,3.5,阿萨姆奶茶,2017/10/31 3:13,A,已出货未退款,已提现
47664,DD2017052719065257C6A4B542905,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/10/31 4:07,A,已出货未退款,已提现
47670,DD20170816749370751656677241,E43A6E078A04172,5.0,5.0,30g无穷农场盐_鸡蛋,2017/10/31 7:18,A,已出货未退款,已提现
47673,DD201708167493707726408157496,E43A6E078A04172,7.5,7.5,12g劲仔小鱼麻辣味,2017/10/31 7:58,A,已出货未退款,已提现
47682,DD2017081674937085910644354,E43A6E078A04172,4.5,4.5,250ml燕塘原味酸奶,2017/10/31 9:05,A,已出货未退款,已提现
47689,DD201708167493710222503047482,E43A6E078A04172,0.8,0.8,20g咪咪虾条马来西亚风味,2017/10/31 10:57,A,已出货未退款,已提现
47691,DD201708167493710413282705247,E43A6E078A04172,5.0,5.0,85g统一老坛酸菜牛肉面,2017/10/31 11:05,A,已出货未退款,已提现
47694,DD201708167493710969099389047,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/31 11:31,A,已出货未退款,已提现
47697,DD20170816749371102571559527,E43A6E078A04172,4.5,4.5,250ml燕塘原味酸奶,2017/10/31 11:33,A,已出货未退款,已提现
47698,DD201708167493711162825814873,E43A6E078A04172,4.5,4.5,250ml燕塘原味酸奶,2017/10/31 11:52,A,已出货未退款,已提现
47713,DD201708167493713562376849463,E43A6E078A04172,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/10/31 13:54,A,已出货未退款,已提现
47714,DD201708167493713636456226132,E43A6E078A04172,4.0,4.0,咪咪虾条马来西亚风味,2017/10/31 13:55,A,已出货未退款,已提现
47715,DD201708167493714181506432396,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/10/31 14:09,A,已出货未退款,已提现
47722,DD201705280737423022ECC043892,E43A6E078A04172,4.0,4.0,营养快线,2017/10/31 15:01,A,已出货未退款,已提现
47726,DD20170528075028880E06AE17399,E43A6E078A04172,4.0,4.0,王老吉（500ml）,2017/10/31 15:31,A,已出货未退款,已提现
47739,DD2017052808583222287E4BDE462,E43A6E078A04172,3.0,3.0,卫龙大面筋,2017/10/31 17:34,A,已出货未退款,已提现
47748,DD201708167493719611571467074,E43A6E078A04172,12.0,12.0,330ml伊利畅意乳酸菌原味,2017/10/31 17:53,A,已出货未退款,已提现
47749,DD201708167493719643940618903,E43A6E078A04172,6.0,6.0,160g盼盼手撕面包,2017/10/31 17:55,A,已出货未退款,已提现
47757,DD201708167493720227895386421,E43A6E078A04172,1.6,1.6,2g韩国海牌海苔,2017/10/31 18:23,A,已出货未退款,已提现
47759,DD2017052809210832DEE1168D309,E43A6E078A04172,4.0,4.0,银鹭八宝粥,2017/10/31 18:31,A,已出货未退款,已提现
47762,DD201708167493721323408082744,E43A6E078A04172,4.0,4.0,85g新麦潮手撕面包（提子味）,2017/10/31 18:59,A,已出货未退款,已提现
47770,DD201708167493722107405989755,E43A6E078A04172,4.5,4.5,12g劲仔小鱼麻辣味,2017/10/31 19:42,A,已出货未退款,已提现
47778,DD20170816749372382445198779,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/31 20:37,A,已出货未退款,已提现
47786,DD201708167493725126823578826,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/10/31 21:12,A,已出货未退款,已提现
47790,DD201708167493725242859139956,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/10/31 21:27,A,已出货未退款,已提现
47794,DD201708167493727392885363425,E43A6E078A04172,1.5,1.5,45g双汇泡面拍挡,2017/10/31 22:47,A,已出货未退款,已提现
47796,DD201708167493727493004598163,E43A6E078A04172,6.0,6.0,160g盼盼手撕面包,2017/10/31 23:01,A,已出货未退款,已提现
47798,DD201708167493727869690422082,E43A6E078A04172,6.0,6.0,86g合味道海鲜风味,2017/10/31 23:10,A,已出货未退款,已提现
47807,DD201708167493728466730458665,E43A6E078A04172,4.5,4.5,40g上好佳田园薯片番茄味,2017/10/31 23:45,A,已出货未退款,已提现
47823,DD20170805210942786827388B59B,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/11/1 8:27,A,已出货未退款,已提现
47824,DD20170715161349945B6E8241C42,E43A6E078A04172,10.0,10.0,口味王槟榔（绿）,2017/11/1 8:37,A,已出货未退款,已提现
47830,DD20170816749331218882393905,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/11/1 8:45,A,已出货未退款,已提现
47842,DD2017070916284810DDA94350CA3,E43A6E078A04172,2.5,2.5,伊利优酸乳,2017/11/1 9:01,A,已出货未退款,已提现
47844,DD201708167493838121491908364,E43A6E078A04172,1.6,1.6,2g韩国海牌海苔,2017/11/1 9:03,A,已出货未退款,已提现
47854,DD201708167493730014118673211,E43A6E078A04172,4.5,4.5,600ml脉动青柠,2017/11/1 9:04,A,已出货未退款,已提现
47869,DD2017071114581819A4DDA370E65,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/11/1 9:20,A,已出货未退款,已提现
47878,DD201708167493736589359964142,E43A6E078A04172,1.5,1.5,12g劲仔小鱼麻辣味,2017/11/1 9:24,A,已出货未退款,已提现
47882,DD201708167493769663968756492,E43A6E078A04172,9.0,9.0,32g卫龙亲嘴烧,2017/11/1 9:32,A,已出货未退款,已提现
47884,DD201708167493773871372083146,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/11/1 9:33,A,已出货未退款,已提现
47894,DD201708167493569075438629973,E43A6E078A04172,5.5,5.5,205g伊利安慕希原味,2017/11/1 9:44,A,已出货未退款,已提现
47899,DD20170718023854555A45EC5B1AD,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/11/1 9:47,A,已出货未退款,已提现
47900,DD20170706020157551B8A26036BE,E43A6E078A04172,3.0,3.0,果粒橙,2017/11/1 9:51,A,已出货未退款,已提现
47913,DD2017060415091810B5A19D6093B,E43A6E078A04172,10.0,10.0,湘潭铺子(羽泉版),2017/11/1 10:24,A,已出货未退款,已提现
47932,DD201708167493708931940090299,E43A6E078A04172,3.0,3.0,250ml维他原味豆奶,2017/11/1 11:56,A,已出货未退款,已提现
47944,DD20170717044613109FCA5BAEBF5,E43A6E078A04172,3.0,3.0,可口可乐最新款,2017/11/1 12:11,A,已出货未退款,已提现
47976,DD201708167493786298694850046,E43A6E078A04172,3.5,3.5,维他柠檬茶,2017/11/1 12:33,A,已出货未退款,已提现
47993,DD2017081674930271798935765132,E43A6E078A04172,5.8,5.8,205ml安慕希蓝莓味,2017/11/1 12:59,A,已出货未退款,已提现
47994,DD201706121912231865D6D000F20,E43A6E078A04172,1.5,1.5,香豆干,2017/11/1 13:00,A,已出货未退款,已提现
48001,DD20170727092429733D3776FA0A2,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/11/1 13:19,A,已出货未退款,已提现
48004,DD2017070609313212FEBAB4D47D0,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/11/1 13:30,A,已出货未退款,已提现
48005,DD2017070821025271251514ECF8E,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/11/1 13:32,A,已出货未退款,已提现
48039,DD2017081023484654B840ABC46C7,E43A6E078A04172,6.0,6.0,红牛,2017/11/1 14:56,A,已出货未退款,已提现
48048,DD2017081674930159598917366873,E43A6E078A04172,12.0,12.0,250ml燕塘甜牛奶,2017/11/1 15:19,A,已出货未退款,已提现
48049,DD20170710094119765263CA00364,E43A6E078A04172,3.0,3.0,果粒橙,2017/11/1 15:19,A,已出货未退款,已提现
48050,DD20170706104848156B6355B3D0C,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/11/1 15:27,A,已出货未退款,已提现
48053,DD201708167493862352890482222,E43A6E078A04172,5.0,5.0,48g好丽友薯愿香烤原味,2017/11/1 15:43,A,已出货未退款,已提现
48060,DD2017060812264538768C602B463,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/11/1 15:46,A,已出货未退款,已提现
48065,DD2017071020485017EB51D7A5BDB,E43A6E078A04172,3.0,3.0,伊利纯牛奶,2017/11/1 15:50,A,已出货未退款,已提现
48083,DD20170801175404688159C8FE6E2,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/11/1 16:02,A,已出货未退款,已提现
48087,DD201708167493515922344468432,E43A6E078A04172,6.5,6.5,148g富甲一方紫薯仔,2017/11/1 16:16,A,已出货未退款,已提现
48092,DD201707191632293585D12DA18CA,E43A6E078A04172,3.0,3.0,雪碧330ml,2017/11/1 16:19,A,已出货未退款,已提现
48095,DD201708167493516178700661517,E43A6E078A04172,6.5,6.5,250ml红牛,2017/11/1 16:31,A,已出货未退款,已提现
48119,DD201708167493483171827796809,E43A6E078A04172,10.0,10.0,口味王槟榔（绿）,2017/11/1 16:52,A,已出货未退款,已提现
48132,DD201707191313031076EED8B95DC,E43A6E078A04172,3.0,3.0,果粒橙,2017/11/1 17:01,A,已出货未退款,已提现
48153,DD201707061813155221869E1A273,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/11/1 17:31,A,已出货未退款,已提现
48155,DD201708167493703053345594436,E43A6E078A04172,1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017/11/1 17:33,A,已出货未退款,已提现
48166,DD201708167493851703161491336,E43A6E078A04172,5.0,5.0,脉动（青柠）,2017/11/1 17:45,A,已出货未退款,已提现
48195,DD20170816749333799791094941,E43A6E078A04172,4.5,4.5,78g卫龙亲嘴语辣条,2017/11/1 18:02,A,已出货未退款,已提现
48196,DD20170816749393439369304362,E43A6E078A04172,3.0,3.0,卫龙大面筋,2017/11/1 18:02,A,已出货未退款,已提现
48201,DD20170804175713134E38F31A818,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/11/1 18:04,A,已出货未退款,已提现
48219,DD201708167493577652374410158,E43A6E078A04172,1.6,1.6,20g咩咩世界虾味条,2017/11/1 18:32,A,已出货未退款,已提现
48233,DD201708167493654692154392618,E43A6E078A04172,4.5,4.5,40g上好佳日式鱼果,2017/11/1 18:49,A,已出货未退款,已提现
48240,DD2017072111494857B909334B04D,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/11/1 18:55,A,已出货未退款,已提现
48252,DD201708167493919233007586715,E43A6E078A04172,3.0,3.0,250ml维他奶巧克力味,2017/11/1 19:22,A,已出货未退款,已提现
48262,DD2017062623165793CF34A70157C,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/11/1 19:44,A,已出货未退款,已提现
